id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
3906,3,0,4,159,0,0,0,0,0,0,4,3,0,42,1,1,0,0,0,0,14,55,82,0,0,0,0.0,0.625,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
6532,1,0,6,87,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,71,0,0,0,0,0.0,0.25,0,0,0,0,0,0.0133333333,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
403,4,1,2,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,25,10,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
333,3,1,5,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,29,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2085,4,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,16,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
9558,2,1,3,47,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,16,24,0,0,0,0,0.0316901408,0.231884058,0,1,0,0,0,0.073943662,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
165,5,4,2,86,1,1,0,0,0,0,1,0,0,4,1,1,0,1,1,0,49,4,25,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1
4380,3,0,5,183,6,0,0,0,2,0,1,0,0,23,1,1,0,0,0,0,15,71,89,0,0,0,0.0,0.1111111111,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
2716,1,0,2,46,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,18,21,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
8924,1,0,2,32,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,14,11,0,0,0,0,0.0218579235,0.4285714286,0,1,0,0,0,0.0546448087,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
7347,1,0,4,65,6,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,13,45,0,0,0,0,0.0222222222,0.2857142857,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
5454,3,1,3,59,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,26,26,0,0,0,0,0.9333333333,0.985915493,0,0,0,0,0,0.0095238095,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,0
7047,2,1,6,103,1,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0,18,44,33,0,0,0,0.4827586207,0.75,0,1,1,1,1,0.0086206897,0,0,0,0,0,1,0,0,1,-1,-1,-1,0,0,0
1335,2,0,4,73,1,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,13,53,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
8699,1,0,3,33,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,6,20,0,0,0,0,0.25,0.152173913,0,1,0,0,0,0.1666666667,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
1660,1,0,6,54,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,16,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3579,3,1,3,105,2,1,0,0,2,0,0,4,0,8,1,1,0,0,1,0,16,82,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,-1,-1,1,1,-1,1
754,2,0,3,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,20,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
6585,1,0,5,97,10,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,15,75,0,0,0,0,0.375,0.4430379747,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,0
707,2,0,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,36,0,0,0,0,1.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
3015,6,1,4,81,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,17,57,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,-1,1,1,1,1,1
8559,3,1,1,58,0,0,0,0,0,0,2,1,0,6,1,1,0,0,0,0,17,15,18,0,0,0,0.2650918635,0.0701754386,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
9876,2,1,2,34,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,15,12,0,0,0,0,0.0588235294,1.0,1,0,0,0,0,0.1176470588,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0
9583,5,1,2,59,1,0,0,0,0,0,2,1,0,9,1,1,0,0,0,0,15,6,30,0,0,0,0.0982142857,0.4,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
8929,2,1,0,37,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,18,1,10,0,0,0,0.024122807,0.8787878788,1,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
9557,3,1,4,59,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,15,37,0,0,0,0,0.0485714286,0.7674418605,1,1,0,0,0,0.0057142857,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,0
8984,1,0,3,59,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,34,0,0,0,0,0.2142857143,0.2637362637,1,1,1,0,1,0.0,0,0,0,0,1,1,0,0,1,0,-1,-1,0,1,0
1835,1,0,3,63,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,18,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2997,2,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,0,0,0,0,0.7777777778,0.2222222222,0,1,0,0,0,0.2222222222,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
5428,1,0,3,63,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,16,33,6,0,0,0,0.0222222222,0.3888888889,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
3880,3,1,2,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,9,0,0,0,0,0.6153846154,0.9444444444,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1
7157,1,0,2,101,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,81,0,0,0,0,0.1615384615,0.9887640449,1,1,1,0,0,0.0769230769,0,0,0,0,1,1,0,0,1,-1,-1,1,-1,1,0
5082,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0.679245283,0.8,0,0,0,0,0,0.0188679245,1,0,0,0,0,1,0,0,1,1,0,1,-1,-1,0
9115,1,0,2,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,12,0,0,0,0,0.0947368421,0.625,0,0,0,0,0,0.0526315789,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
7245,2,0,3,61,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,10,44,0,0,0,0,0.0597014925,0.0967741935,0,0,0,0,0,0.07960199,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
5401,1,0,5,100,11,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,18,75,0,0,0,0,0.2830188679,1.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0
5396,3,1,2,70,1,1,0,0,0,0,2,1,0,4,1,0,0,0,0,0,23,12,27,0,0,0,0.1851851852,0.25,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0
9428,3,1,2,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,4,0,0,0,0,0.1481481481,0.5789473684,1,1,1,0,0,0.0740740741,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
2247,2,0,5,70,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,50,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1
836,1,0,3,62,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,17,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8395,1,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0.0571428571,0.2244897959,0,0,0,0,0,0.4857142857,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0
9043,1,0,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,16,0,0,0,0,0.5633802817,0.9333333333,1,1,1,0,0,0.014084507,0,0,0,0,0,1,0,0,1,1,-1,1,0,0,0
433,1,0,3,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,9,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
3379,2,1,3,57,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,29,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
6818,3,1,4,61,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,25,23,5,0,0,0,0.1608040201,0.2826086957,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
8132,1,0,4,74,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,11,56,0,0,0,0,0.1315789474,0.1235955056,0,1,0,0,0,0.0315789474,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
9622,2,1,1,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,15,0,0,0,0,0.0967741935,0.5666666667,0,1,0,0,0,0.0322580645,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
6067,2,0,2,97,7,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,18,72,0,0,0,0,0.013536379,0.0222222222,0,0,0,0,0,0.0033840948,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,0
1194,4,0,3,84,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,16,61,0,0,0,1,1.0,0.0833333333,1,1,1,0,1,0.0,1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1
6935,2,0,2,129,3,0,0,0,0,8,2,1,0,15,1,0,0,0,0,0,13,7,101,0,0,0,0.3439490446,0.6,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0,0
5462,1,0,4,93,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,19,42,24,0,0,0,0.0208333333,0.1369863014,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,0
3072,6,4,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,27,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1
3045,3,1,4,73,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,10,56,0,0,0,0,0.5,0.0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1
3264,3,2,4,109,5,4,0,0,0,0,0,0,0,19,1,1,0,1,1,0,57,45,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1,1
2730,3,1,2,45,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,27,11,0,0,1,0,1.0,0.9473684211,0,1,1,0,1,0.0,1,0,0,0,0,1,0,0,1,1,-1,-1,-1,-1,1
3434,2,1,3,90,9,9,0,0,0,0,0,0,0,14,1,1,0,0,0,0,66,17,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
434,2,0,3,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,25,23,0,0,2,0,0.75,0.2222222222,1,1,0,0,0,0.125,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
3273,2,1,3,55,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,27,21,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
7002,3,1,1,69,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,20,15,26,0,0,0,0.047146402,0.1069767442,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
9727,2,1,2,51,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,27,9,7,0,0,0,0.2745098039,0.6206896552,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0
105,1,0,3,39,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,23,9,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3316,3,1,3,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,27,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,1
1657,4,1,5,82,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,51,0,0,0,1,1.0,1.0,1,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1
1534,3,0,3,57,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,29,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
4681,4,0,4,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,38,0,0,1,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
8814,1,0,2,57,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,38,0,0,0,0,0.1,0.56,0,0,0,0,0,0.075,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
9003,1,0,5,46,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,15,24,0,0,0,0,0.3113207547,0.5531914894,0,0,0,1,0,0.0188679245,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
6623,2,1,4,93,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,22,64,0,0,0,0,0.5291005291,0.1776315789,0,1,1,0,1,0.0899470899,0,0,0,0,1,1,0,0,1,-1,1,-1,0,0,0
1444,13,0,11,76,1,0,0,1,0,0,0,0,0,11,1,0,1,0,1,0,14,55,0,0,0,0,0.9743589744,0.0091743119,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
215,1,0,3,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,11,0,0,0,0,0.0,0.0714285714,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
5357,2,1,2,94,13,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,18,69,0,0,0,1,0.064516129,0.2631578947,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0
9219,3,1,2,53,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,15,22,8,0,0,0,0.0857142857,0.04,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
6323,3,1,8,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,62,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0408163265,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
4990,2,1,3,68,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,10,51,0,0,0,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
1420,3,0,4,58,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,40,0,0,1,0,0.8888888889,0.0,0,1,0,0,0,0.1111111111,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,1
9517,3,1,2,58,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,21,21,8,0,0,0,0.2953367876,0.0263157895,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
8607,2,0,1,58,0,0,0,0,0,0,1,0,0,7,1,1,0,0,1,0,25,11,14,0,0,0,0.0588235294,0.5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
182,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,23,0,0,0,0,0.0,0.0714285714,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
4353,3,0,5,71,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,37,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8701,3,1,1,43,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,18,9,8,0,0,0,0.237804878,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2447,6,5,4,89,3,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,39,43,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,1
5322,3,1,3,80,1,0,0,0,1,0,1,0,0,21,1,1,0,0,0,0,17,30,25,0,0,0,0.0788288288,0.9591836735,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1,0
8046,1,0,5,77,9,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,8,62,0,0,0,0,0.0558139535,0.1323529412,0,1,1,0,1,0.0558139535,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,0
5685,1,0,3,63,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,8,48,0,0,0,0,0.0779220779,0.9743589744,1,0,0,0,0,0.0909090909,0,0,0,0,1,0,0,0,1,0,-1,1,0,1,0
3533,6,1,4,101,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,33,61,0,0,1,1,0.9411764706,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
8245,1,0,5,100,10,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,19,74,0,0,0,0,0.2538461538,0.962962963,1,1,1,1,0,0.0230769231,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
7977,2,0,2,98,1,0,0,0,1,1,4,3,0,8,1,0,0,0,1,0,19,13,58,0,0,0,0.045045045,0.3571428571,0,1,1,0,0,0.0,0,0,0,0,1,1,0,0,1,-1,0,1,0,1,0
3699,4,1,3,64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,22,7,0,0,0,0.375,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
71,2,1,2,63,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,17,5,33,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
545,3,1,3,56,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,27,22,0,0,0,0,0.8333333333,0.2631578947,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1
1205,4,0,3,61,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,19,0,0,0,0.375,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
3079,4,1,4,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,34,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
9107,1,0,2,54,2,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,13,34,0,0,0,0,0.1363636364,0.6,0,1,0,1,0,0.1363636364,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9121,1,0,3,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,19,0,0,0,0,0.1571428571,0.3292682927,0,1,1,0,0,0.0714285714,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
9681,2,1,2,49,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,16,26,0,0,0,0,0.008797654,0.2352941176,0,1,0,0,0,0.0029325513,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
6181,2,0,2,69,0,0,0,0,7,0,0,0,0,5,1,1,0,0,1,0,14,48,0,0,0,0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,0
8330,2,1,5,44,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,9,28,0,0,0,0,0.1923076923,0.4210526316,0,1,0,0,0,0.0384615385,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0
4285,3,1,3,44,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,18,19,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,1,-1,1
4008,3,1,5,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,26,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8714,1,0,4,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,24,0,0,0,0,0.0242424242,0.0909090909,0,1,0,0,0,0.0727272727,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
878,3,0,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,24,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,-1,-1,1
8061,1,0,4,87,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,61,0,0,0,0,0.3458646617,0.5,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,0
197,1,0,6,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
9747,2,1,1,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,14,0,0,0,0,0.038647343,0.3018867925,0,1,0,0,0,0.4879227053,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
4011,2,0,5,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,35,0,0,0,0,0.0,0.6,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
9963,3,1,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,1,0,0,0,0,0.0,0.5,0,0,0,0,0,0.1666666667,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0
2572,2,0,7,71,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,13,51,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3754,3,1,2,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,23,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
9248,3,1,1,59,3,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,30,0,0,0,0,0.025974026,0.3076923077,0,1,1,0,0,0.038961039,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
8629,1,0,6,59,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,15,37,0,0,0,0,0.0652173913,0.0909090909,0,0,0,0,0,0.0217391304,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
9369,2,1,3,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,14,0,0,0,0,0.0161290323,0.0818181818,0,1,0,0,0,0.0053763441,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
6160,1,0,4,148,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,121,0,0,0,0,0.1363636364,0.4166666667,0,1,0,0,0,0.0681818182,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
4792,2,0,2,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5338,2,1,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0.016,0.2,0,1,0,0,0,0.0453333333,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
3025,3,1,4,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,26,0,0,0,0,0.0,0.0833333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
2719,2,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,19,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
8656,1,0,5,38,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,16,15,0,0,0,0,0.3409090909,0.4347826087,0,1,1,0,0,0.0227272727,0,0,0,0,0,1,0,0,1,1,-1,1,0,0,0
6917,3,1,4,108,1,0,0,0,2,0,6,5,0,15,1,1,0,0,0,0,14,27,59,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,-1,1,1,1,1,0
3985,2,0,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,26,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7309,1,0,2,80,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,17,56,0,0,0,0,0.2476190476,0.186440678,0,1,1,0,0,0.0476190476,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
